report_section,report_category,change_id,area,change_type,difference_category,identifier,section,page,old_page,new_page,preview,display_title,old_value,new_value,detail,similarity
Content Changes,Modified tables,CHG-0467,table,modified,numeric_value_change,Row 1: 0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8,,177,185,177,Row 1: 0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8,Table modified,"[row 1, col 10] 9 [row 1, col 11] 10 [row 2, col 1] [row 2, col 2] WPRI [row 2, col 3] TSR [row 2, col 4] TW [row 2, col 5] TVM [row 2, col 6] MXR [row 2, col 7] SUM [row 2, col 8] MPRV [row 2, col 9] XS[1:0] [row 2, col 10] FS[1:0]","[row 1, col 10] [row 1, col 11] [row 2, col 1] WPRI [row 2, col 2] TSR [row 2, col 3] TW [row 2, col 4] TVM [row 2, col 5] MXR [row 2, col 6] SUM [row 2, col 7] MPRV [row 2, col 8] XS[1:0] [row 2, col 9] FS[1:0] [row 2, col 10]",12 cells changed,0.4924
Content Changes,Modified tables,CHG-0468,table,modified,numeric_value_change,"Row 3: TYPE[3:0] | Identifies the type of the control flow transfer recorded in the entry, using the encodings listed in Table 33. Implementations that do not support this field will report 0. | WARL",,110,113,110,"Row 3: TYPE[3:0] | Identifies the type of the control flow transfer recorded in the entry, using the encodings listed in Table 33. Implementations that do not support this field will report 0. | WARL",Table modified,"[row 3, col 2] Identifies the type of the control flow transfer recorded in the entry, using the encodings listed in Table 28. Implementations that do not support this field will report 0. [row 4, col 2] Cycle Count Valid. See Section 11.5.3. [row 5, col 2] Cycle Count, composed of the Cycle Count Exponent (CCE, in CC[15:12]) and Cycle Count Mantissa (CCM, in CC[11:0]). See Section 11.5.3.","[row 3, col 2] Identifies the type of the control flow transfer recorded in the entry, using the encodings listed in Table 33. Implementations that do not support this field will report 0. [row 4, col 2] Cycle Count Valid. See Cycle Counting. [row 5, col 2] Cycle Count, composed of the Cycle Count Exponent (CCE, in CC[15:12]) and Cycle Count Mantissa (CCM, in CC[11:0]). See Cycle Counting.",3 cells changed,0.727
Content Changes,Modified tables,CHG-0469,table,modified,numeric_value_change,"Row 3: WRPTR | WARL field that indicates the physical CTR buffer entry to be written next. It is incremented after new transfers are recorded (see Behavior), though there are exceptions when xctrctl.RASEMU=1, see RAS (Return Address Stack) Emulation Mode. For a given CTR depth (where depth = 2(DEPTH+4)), WRPTR wraps to 0 on an increment when the value matches depth-1, and to depth-1 on a decrement when the value is 0. Bits above those needed to represent depth-1 (e.g., bits 7:4 for a depth of 16) are read-only 0. On depth changes, WRPTR holds an unspecified but legal value.",,108,110,108,"Row 3: WRPTR | WARL field that indicates the physical CTR buffer entry to be written next. It is incremented after new transfers are recorded (see Behavior), though there are exceptions when xctrctl.RASEMU=1, see RAS (Return Address Stack) Emulation Mode. For a given CTR depth (where depth = 2(DEPTH+4)), WRPTR wraps to 0 on an increment when the value matches depth-1, and to depth-1 on a decrement when the value is 0. Bits above those needed to represent depth-1 (e.g., bits 7:4 for a depth of 16) are read-only 0. On depth changes, WRPTR holds an unspecified but legal value.",Table modified,"[row 3, col 2] WARL field that indicates the physical CTR buffer entry to be written next. It is incremented after new transfers are recorded (see Section 11.5), though there are exceptions when x ctrctl.RASEMU=1, see Section 11.5.4. For a given CTR depth (where depth = 2(DEPTH+4)), WRPTR wraps to 0 on an increment when the value matches depth-1, and to depth-1 on a decrement when the value is 0. Bits above those needed to represent depth-1 (e.g., bits 7:4 for a depth of 16) are read-only 0. On depth changes, WRPTR holds an unspecified but legal value. [row 4, col 2] Inhibit transfer recording. See Section 11.5.5.","[row 3, col 2] WARL field that indicates the physical CTR buffer entry to be written next. It is incremented after new transfers are recorded (see Behavior), though there are exceptions when xctrctl.RASEMU=1, see RAS (Return Address Stack) Emulation Mode. For a given CTR depth (where depth = 2(DEPTH+4)), WRPTR wraps to 0 on an increment when the value matches depth-1, and to depth-1 on a decrement when the value is 0. Bits above those needed to represent depth-1 (e.g., bits 7:4 for a depth of 16) are read-only 0. On depth changes, WRPTR holds an unspecified but legal value. [row 4, col 2] Inhibit transfer recording. See Freeze.",2 cells changed,0.922
Content Changes,Modified tables,CHG-0470,table,modified,substantive_wording_change,Row 6: 1 1 1 1 | 12 13 14-15 ≥16 | Supervisor guest external interrupt Counter-overflow interrupt Reserved Designated for platform use,,184,192,184,Row 6: 1 1 1 1 | 12 13 14-15 ≥16 | Supervisor guest external interrupt Counter-overflow interrupt Reserved Designated for platform use,Table modified,Supervisor guest external interrupt Reserved for counter-overflow interrupt Reserved Designated for platform use,Supervisor guest external interrupt Counter-overflow interrupt Reserved Designated for platform use,"Cell changed (row 6, col 3)",0.9384
Content Changes,Modified tables,CHG-0471,table,modified,numeric_value_change,Row 8: 0x156 | SRW | XLEN | sireg5 | Supervisor indirect register alias 5,,88,87,88,Row 8: 0x156 | SRW | XLEN | sireg5 | Supervisor indirect register alias 5,Table modified,,0x156 | SRW | XLEN | sireg5 | Supervisor indirect register alias 5,Row added,0.0
Content Changes,Modified tables,CHG-0472,table,modified,numeric_value_change,Row 4: 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 | 0 1 2 3 4 5 6 7 8 9 10-11 12 13 14 15 16-17 18 19 20-23 24-31 32-47 48-63 ≥64 | Instruction address misaligned Instruction access fault Illegal instruction Breakpoint Load address misaligned Load access fault Store/AMO address misaligned Store/AMO access fault Environment call from U-mode Environment call from S-mode Reserved Instruction page fault Load page fault Reserved Store/AMO page fault Reserved Software check Hardware error Reserved Designated for custom use Reserved Designated for custom use Reserved,,127,131,127,Row 4: 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 | 0 1 2 3 4 5 6 7 8 9 10-11 12 13 14 15 16-17 18 19 20-23 24-31 32-47 48-63 ≥64 | Instruction address misaligned Instruction access fault Illegal instruction Breakpoint Load address misaligned Load access fault Store/AMO address misaligned Store/AMO access fault Environment call from U-mode Environment call from S-mode Reserved Instruction page fault Load page fault Reserved Store/AMO page fault Reserved Software check Hardware error Reserved Designated for custom use Reserved Designated for custom use Reserved,Table modified,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 | 0 1 2 3 4 5 6 7 8 9 10-11 12 13 14 15 16-17 18 19 20-23 24-31 32-47 48-63 ≥64 | Instruction address misaligned Instruction access fault Illegal instruction Breakpoint Load address misaligned Load access fault Store/AMO address misaligned Store/AMO access fault Environment call from U-mode Environment call from S-mode Reserved Instruction page fault Load page fault Reserved Store/AMO page fault Reserved Software check Hardware error Reserved Designated for custom use Reserved Designated for custom use Reserved,,Row removed,0.0
Content Changes,Modified tables,CHG-0473,table,modified,numeric_value_change,Row 29: 10 | 10 | 11XX | 0xAC0 | -0xAFF | Custom rea | d/write | ,,21,20,21,Row 29: 10 | 10 | 11XX | 0xAC0 | -0xAFF | Custom rea | d/write | ,Table modified,,10 | 10 | 11XX | 0xAC0 |-0xAFF | Custom rea | d/write |,Row added,0.0
Content Changes,Modified tables,CHG-0474,table,modified,numeric_value_change,Row 14: 1 | 0 | 1 | 0 | Locked Shared code region: Execu | te only on both M and S/U mode.*,,93,92,93,Row 14: 1 | 0 | 1 | 0 | Locked Shared code region: Execu | te only on both M and S/U mode.*,Table modified,,1 | 0 | 1 | 0 | Locked Shared code region: Execu | te only on both M and S/U mode.*,Row added,0.0
Content Changes,Modified tables,CHG-0475,table,modified,numeric_value_change,Row 3:  |  | M | achine Information Registers,,27,25,27,Row 3:  |  | M | achine Information Registers,Table modified,"[row 3, col 3] [row 3, col 4] Machine Information Registers [row 9, col 4] Machine Configuration [row 10, col 1] 0x30A 0x31A 0x747 0x757 [row 10, col 2] MRW MRW MRW MRW [row 10, col 3] menvcfg menvcfgh mseccfg mseccfgh [row 10, col 4] Machine environment configuration register. Upper 32 bits of menvcfg, RV32 only. Machine security configuration register. Upper 32 bits of mseccfg, RV32 only. [row 11, col 4] Machine Memory Protection [row 12, col 1] 0x3A0 0x3A1 0x3A2 0x3A3 0x3AE 0x3AF 0x3B0 0x3B1 0x3EF [row 12, col 2] MRW MRW MRW MRW MRW MRW MRW MRW MRW [row 12, col 3] pmpcfg0 pmpcfg1 pmpcfg2 pmpcfg3 ⋯ pmpcfg14 pmpcfg15 pmpaddr0 pmpaddr1 ⋯ pmpaddr63 [row 12, col 4] Physical memory protection configuration. Physical memory protection configuration, RV32 only. Physical memory protection configuration. Physical memory protection configuration, RV32 only. Physical memory protection configuration. Physical memory protection configuration, RV32 only. Physical memory protection address register. Physical memory protection address register. Physical memory protection address register. [row 13, col 4] Machine State Enable Registers","[row 3, col 3] M [row 3, col 4] achine Information Registers [row 9, col 4] Machine Indirect [row 10, col 1] 0x350 0x351 0x352 0x353 0x355 0x356 0x357 [row 10, col 2] MRW MRW MRW MRW MRW MRW MRW [row 10, col 3] miselect mireg mireg2 mireg3 mireg4 mireg5 mireg6 [row 10, col 4] Machine indirect register select. Machine indirect register alias. Machine indirect register alias 2. Machine indirect register alias 3. Machine indirect register alias 4. Machine indirect register alias 5. Machine indirect register alias 6. [row 11, col 4] Machine Configuration [row 12, col 1] 0x30A 0x31A 0x747 0x757 [row 12, col 2] MRW MRW MRW MRW [row 12, col 3] menvcfg menvcfgh mseccfg mseccfgh [row 12, col 4] Machine environment configuration register. Upper 32 bits of menvcfg, RV32 only. Machine security configuration register. Upper 32 bits of mseccfg, RV32 only. [row 13, col 4] Machine Memory Protection",13 cells changed,0.3915
Content Changes,Modified tables,CHG-0476,table,modified,numeric_value_change,Row 17:  |  | D | ebug/Trace Registers,,24,23,24,Row 17:  |  | D | ebug/Trace Registers,Table modified,,| | D | ebug/Trace Registers,Row added,0.0
Content Changes,Modified tables,CHG-0477,table,removed,table_removed,0 | 1 | 2 | 3,,21,21,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 10 | 10 | 11XX | 0xAC0 |-0xAFF | Custom rea | d/write | 11 | 10 | 0XXX | 0xE00 |-0xE7F | Standard re | ad-only | 11 | 10 | 10XX | 0xE80 |-0xEBF | Standard re | ad-only | 11 | 10 | 11XX | 0xEC0 |-0xEFF | Custom rea | d-only | | | | M | achine-Le | vel CSRs | | 00 | 11 | XXXX | 0x300 |-0x3FF | Standard re | ad/write | 01 | 11 | 0XXX | 0x700 |-0x77F | Standard re | ad/write | 01 | 11 | 100X | 0x780 |-0x79F | Standard re | ad/write | 01 | 11 | 1010 | 0x7A0 |-0x7AF | Standard re | ad/write deb | ug CSRs 01 | 11 | 1011 | 0x7B0 |-0x7BF | Debug-mod | e-only CSRs | 01 | 11 | 11XX | 0x7C0 |-0x7FF | Custom rea | d/write | 10 | 11 | 0XXX | 0xB00 |-0xB7F | Standard re | ad/write | 10 | 11 | 10XX | 0xB80 |-0xBBF | Standard re | ad/write | 10 | 11 | 11XX | 0xBC0 |-0xBFF | Custom rea | d/write | 11 | 11 | 0XXX | 0xF00 |-0xF7F | Standard re | ad-only | 11 | 11 | 10XX | 0xF80 |-0xFBF | Standard re | ad-only | 11 | 11 | 11XX | 0xFC0 |-0xFFF | Custom rea | d-only |,,Removed table,0.0
Content Changes,Modified tables,CHG-0478,table,removed,table_removed,0 | 1 | 2 | 3,,26,26,,0 | 1 | 2 | 3,Table removed,"0 | 1 | 2 | 3 Number | Privilege | Name | Description 0x30C 0x30D 0x30E 0x30F 0x31C 0x31D 0x31E 0x31F | MRW MRW MRW MRW MRW MRW MRW MRW | mstateen0 mstateen1 mstateen2 mstateen3 mstateen0h mstateen1h mstateen2h mstateen3h | Machine State Enable 0 Register. Machine State Enable 1 Register. Machine State Enable 2 Register. Machine State Enable 3 Register. Upper 32 bits of Machine State Enable 0 Register, RV32 only. Upper 32 bits of Machine State Enable 1 Register, RV32 only. Upper 32 bits of Machine State Enable 2 Register, RV32 only. Upper 32 bits of Machine State Enable 3 Register, RV32 only.",,Removed table,0.0
Content Changes,Modified tables,CHG-0479,table,removed,table_removed,0 | 1 | 2 | 3,,27,27,,0 | 1 | 2 | 3,Table removed,"0 | 1 | 2 | 3 Number | Privilege | Name | Description | | Machine Non-| Maskable Interrupt Handling 0x740 0x741 0x742 0x744 | MRW MRW MRW MRW | mnscratch mnepc mncause mnstatus | Resumable NMI scratch register. Resumable NMI program counter. Resumable NMI cause. Resumable NMI status. | | Mach | ine Counter/Timers 0xB00 0xB02 0xB03 0xB04 0xB1F 0xB80 0xB82 0xB83 0xB84 0xB9F | MRW MRW MRW MRW MRW MRW MRW MRW MRW MRW | mcycle minstret mhpmcounter3 mhpmcounter4 ⋮ mhpmcounter31 mcycleh minstreth mhpmcounter3h mhpmcounter4h ⋮ mhpmcounter31h | Machine cycle counter. Machine instructions-retired counter. Machine performance-monitoring counter. Machine performance-monitoring counter. Machine performance-monitoring counter. Upper 32 bits of mcycle, RV32 only. Upper 32 bits of minstret, RV32 only. Upper 32 bits of mhpmcounter3, RV32 only. Upper 32 bits of mhpmcounter4, RV32 only. Upper 32 bits of mhpmcounter31, RV32 only. | | Mac | hine Counter Setup 0x320 0x323 0x324 0x33F 0x723 0x724 0x73F | MRW MRW MRW MRW MRW MRW MRW | mcountinhibit mhpmevent3 mhpmevent4 ⋮ mhpmevent31 mhpmevent3h mhpmevent4h ⋮ mhpmevent31h | Machine counter-inhibit register. Machine performance-monitoring event selector. Machine performance-monitoring event selector. Machine performance-monitoring event selector. Upper 32 bits of mhpmevent3, RV32 only. Upper 32 bits of mhpmevent4, RV32 only. Upper 32 bits of mhpmevent31, RV32 only. | | Debug/Trace Reg | isters (shared with Debug Mode) 0x7A0 0x7A1 0x7A2 0x7A3 0x7A8 | MRW MRW MRW MRW MRW | tselect tdata1 tdata2 tdata3 mcontext | Debug/Trace trigger register select. First Debug/Trace trigger data register. Second Debug/Trace trigger data register. Third Debug/Trace trigger data register. Machine-mode context register. | | Deb | ug Mode Registers 0x7B0 0x7B1 0x7B2 0x7B3 | DRW DRW DRW DRW | dcsr dpc dscratch0 dscratch1 | Debug control and status register. Debug program counter. Debug scratch register 0. Debug scratch register 1.",,Removed table,0.0
Content Changes,Modified tables,CHG-0480,table,removed,table_removed,0 | 1 | 2,,31,31,,0 | 1 | 2,Table removed,0 | 1 | 2 MXL[1:0] (WARL) | 0 (WARL) | Extensions[25:0] (WARL),,Removed table,0.0
Content Changes,Modified tables,CHG-0481,table,removed,table_removed,0 | 1,,34,34,,0 | 1,Table removed,0 | 1 Bank | Offset,,Removed table,0.0
Content Changes,Modified tables,CHG-0482,table,removed,table_removed,0 | 1 | 2 | 3,,36,36,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 SD | WPRI | SDT | SPELP | TSR | TW | TVM | MXR | SUM | MPRV | XS[1:0],,Removed table,0.0
Content Changes,Modified tables,CHG-0483,table,removed,table_removed,0 | 1 | 2 | 3,,36,36,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 XS[1:0] | FS[1:0] | MPP[1:0] | VS[1:0] | SPP | MPIE | UBE | SPIE | WPRI | MIE | WPRI | SIE | WPRI,,Removed table,0.0
Content Changes,Modified tables,CHG-0484,table,removed,table_removed,0 | 1 | 2 | 3,,36,36,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 WPRI | MDT | MPELP | WPRI | MPV | GVA | MBE | SBE | SXL[1:0] | UXL[1:0],,Removed table,0.0
Content Changes,Modified tables,CHG-0485,table,removed,table_removed,0 | 1 | 2 | 3,,36,36,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 WPRI | SDT | SPELP | TSR | TW | TVM | MXR | SUM | MPRV | XS[1:0],,Removed table,0.0
Content Changes,Modified tables,CHG-0486,table,removed,table_removed,0 | 1 | 2 | 3,,36,36,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 XS[1:0] | FS[1:0] | MPP[1:0] | VS[1:0] | SPP | MPIE | UBE | SPIE | WPRI | MIE | WPRI | SIE | WPRI,,Removed table,0.0
Content Changes,Modified tables,CHG-0487,table,removed,table_removed,0 | 1 | 2 | 3,,36,36,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 WPRI | MDT | MPELP | WPRI | MPV | GVA | MBE | SBE | WPRI,,Removed table,0.0
Content Changes,Modified tables,CHG-0488,table,removed,table_removed,0 | 1,,46,46,,0 | 1,Table removed,0 | 1 BASE[MXLEN-1:2] (WARL) | MODE (WARL),,Removed table,0.0
Content Changes,Modified tables,CHG-0489,table,removed,table_removed,0 | 1 | 2 | 3,,49,49,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 0 | LCOFIP | 0 | MEIP | 0 | SEIP | 0 | MTIP | 0 | STIP | 0 | MSIP | 0 | SSIP | 0,,Removed table,0.0
Content Changes,Modified tables,CHG-0490,table,removed,table_removed,0 | 1 | 2 | 3,,49,49,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 0 | LCOFIE | 0 | MEIE | 0 | SEIE | 0 | MTIE | 0 | STIE | 0 | MSIE | 0 | SSIE | 0,,Removed table,0.0
Content Changes,Modified tables,CHG-0491,table,removed,table_removed,0 | 1 | 2 | 3,,53,53,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 HPM31 | HPM30 | HPM29 | ... | HPM5 | HPM4 | HPM3 | IR | 0 | CY,,Removed table,0.0
Content Changes,Modified tables,CHG-0492,table,removed,table_removed,0 | 1 | 2 | 3,,60,60,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 STCE | PBMTE | ADUE | CDE | DTE | WPRI,,Removed table,0.0
Content Changes,Modified tables,CHG-0493,table,removed,table_removed,0 | 1 | 2 | 3,,64,64,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 funct12 | rs1 | funct3 | rd | opcode,,Removed table,0.0
Content Changes,Modified tables,CHG-0494,table,removed,table_removed,0 | 1 | 2 | 3,,65,65,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 funct12 | rs1 | funct3 | rd | opcode,,Removed table,0.0
Content Changes,Modified tables,CHG-0495,table,removed,table_removed,0 | 1 | 2 | 3,,65,65,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 funct12 | rs1 | funct3 | rd | opcode,,Removed table,0.0
Content Changes,Modified tables,CHG-0496,table,removed,table_removed,0 | 1 | 2 | 3,,66,66,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 funct6 | custom | funct3 | custom | opcode,,Removed table,0.0
Content Changes,Modified tables,CHG-0497,table,removed,table_removed,0 | 1 | 2 | 3,,74,74,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 pmp3cfg | pmp2cfg | pmp1cfg | pmp0cfg,,Removed table,0.0
Content Changes,Modified tables,CHG-0498,table,removed,table_removed,0 | 1 | 2 | 3,,74,74,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 pmp7cfg | pmp6cfg | pmp5cfg | pmp4cfg,,Removed table,0.0
Content Changes,Modified tables,CHG-0499,table,removed,table_removed,0 | 1 | 2 | 3,,74,74,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 pmp63cfg | pmp62cfg | pmp61cfg | pmp60cfg,,Removed table,0.0
Content Changes,Modified tables,CHG-0500,table,removed,table_removed,0 | 1 | 2 | 3,,75,75,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 pmp7cfg | pmp6cfg | pmp5cfg | pmp4cfg | pmp3cfg | pmp2cfg | pmp1cfg | pmp0cfg,,Removed table,0.0
Content Changes,Modified tables,CHG-0501,table,removed,table_removed,0 | 1 | 2 | 3,,75,75,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 pmp15cfg | pmp14cfg | pmp13cfg | pmp12cfg | pmp11cfg | pmp10cfg | pmp9cfg | pmp8cfg,,Removed table,0.0
Content Changes,Modified tables,CHG-0502,table,removed,table_removed,0 | 1 | 2 | 3,,75,75,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 pmp63cfg | pmp62cfg | pmp61cfg | pmp60cfg | pmp59cfg | pmp58cfg | pmp57cfg | pmp56cfg,,Removed table,0.0
Content Changes,Modified tables,CHG-0503,table,removed,table_removed,0 | 1,,75,75,,0 | 1,Table removed,0 | 1 0 (WARL) | address[55:2] (WARL),,Removed table,0.0
Content Changes,Modified tables,CHG-0504,table,removed,table_removed,0 | 1 | 2 | 3,,75,75,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 L | 0 | A | X | W | R,,Removed table,0.0
Content Changes,Modified tables,CHG-0505,table,removed,table_removed,0 | 1 | 2 | 3,,86,86,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 Number | Privilege | Width | Name | Description 0x150 | SRW | XLEN | siselect | Supervisor indirect register select 0x151 | SRW | XLEN | sireg | Supervisor indirect register alias,,Removed table,0.0
Content Changes,Modified tables,CHG-0506,table,removed,table_removed,0 | 1 | 2 | 3,,93,93,,0 | 1 | 2 | 3,Table removed,"0 | 1 | 2 | 3 | 4 | 5 B | its on pmp | cfg registe | r | Re | sult 1 | 0 | 1 | 0 | Locked Shared code region: E mo | xecute only on both M and S/U de.* 1 | 0 | 1 | 1 | Locked Shared code region read/execute | : Execute only on S/U mode, on M mode.* 1 | 1 | 0 | 0 | Locked Read-only region* | Access Exception 1 | 1 | 0 | 1 | Locked Read/Execute region* | Access Exception 1 | 1 | 1 | 0 | Locked Read/Write region* | Access Exception 1 | 1 | 1 | 1 | Locked Shared data region: Rea | d only on both M and S/U mode.*",,Removed table,0.0
Content Changes,Modified tables,CHG-0507,table,removed,table_removed,0 | 1,,107,107,,0 | 1,Table removed,"0 | 1 Field | Description M, S, U | Enable transfer recording in the selected privileged mode(s). RASEMU | Enables RAS (Return Address Stack) Emulation Mode. See Section 11.5.4. MTE | Enables recording of traps to M-mode when M=0. See Section 11.5.1.2. STE | Enables recording of traps to S-mode when S=0. See Section 11.5.1.2. BPFRZ | Set sctrstatus.FROZEN on a breakpoint exception that traps to M-mode or S-mode. See Section 11.5.5. LCOFIFRZ | Set sctrstatus.FROZEN on local-counter-overflow interrupt (LCOFI) that traps to M-mode or S-mode. See Section 11.5.5. EXCINH | Inhibit recording of exceptions. See Section 11.5.2. INTRINH | Inhibit recording of interrupts. See Section 11.5.2. TRETINH | Inhibit recording of trap returns. See Section 11.5.2. NTBREN | Enable recording of not-taken branches. See Section 11.5.2. TKBRINH | Inhibit recording of taken branches. See Section 11.5.2. INDCALLINH | Inhibit recording of indirect calls. See Section 11.5.2. DIRCALLINH | Inhibit recording of direct calls. See Section 11.5.2. INDJMPINH | Inhibit recording of indirect jumps (without linkage). See Section 11.5.2. DIRJMPINH | Inhibit recording of direct jumps (without linkage). See Section 11.5.2. CORSWAPINH | Inhibit recording of co-routine swaps. See Section 11.5.2. RETINH | Inhibit recording of function returns. See Section 11.5.2. INDLJMPINH | Inhibit recording of other indirect jumps (with linkage). See Section 11.5.2. DIRLJMPINH | Inhibit recording of other direct jumps (with linkage). See Section 11.5.2. Custom[3:0] | WARL bits designated for custom use. The value 0 must correspond to standard behavior. See Section 11.6.",,Removed table,0.0
Content Changes,Modified tables,CHG-0508,table,removed,table_removed,0 | 1,,109,109,,0 | 1,Table removed,0 | 1 Field | Description S | Enable transfer recording in VS-mode. U | Enable transfer recording in VU-mode. STE | Enables recording of traps to VS-mode when S=0. See Section 11.5.1.2. BPFRZ | Set sctrstatus.FROZEN on a breakpoint exception that traps to VS-mode. See Section 11.5.5. LCOFIFRZ | Set sctrstatus.FROZEN on local-counter-overflow interrupt (LCOFI) that traps to VS-mode. See Section 11.5.5. Other field definitions implemented in sctrc | match those of sctrctl. The optional fields implemented in vsctrctl should match those tl.,,Removed table,0.0
Content Changes,Modified tables,CHG-0509,table,removed,table_removed,0 | 1,,173,173,,0 | 1,Table removed,0 | 1 WPRI | PMM,,Removed table,0.0
Content Changes,Modified tables,CHG-0510,table,removed,table_removed,0 | 1 | 2 | 3,,173,173,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 WPRI | CBZE | CBCFE | CBIE | SSE | LPE | WPRI | FIOM,,Removed table,0.0
Content Changes,Modified tables,CHG-0511,table,removed,table_removed,0 | 1 | 2 | 3,,174,174,,0 | 1 | 2 | 3,Table removed,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 HPM31 | HPM30 | HPM29 | ... | HPM5 | HPM4 | HPM3 | IR | TM | CY,,Removed table,0.0
Content Changes,Modified tables,CHG-0512,table,removed,table_removed,0 | 1,,178,178,,0 | 1,Table removed,0 | 1 SD | WPRI,,Removed table,0.0
Content Changes,Modified tables,CHG-0513,table,removed,table_removed,0 | 1,,181,181,,0 | 1,Table removed,0 | 1 Interrupt | Exception Code (WLRL),,Removed table,0.0
Content Changes,Modified tables,CHG-0514,table,added,table_added,0 | 1,,9,,9,0 | 1,Table added,,0 | 1 Module | Version Machine ISA Smstateen Extension Smcsrind/Sscsrind Extension Smepmp Extension Smcntrpmf Extension Smrnmi Extension Smcdeleg Extension Smdbltrp Extension Smctr Extension Supervisor ISA Svade Extension Svnapot Extension Svpbmt Extension Svinval Extension Svadu Extension Svvptc Extension Ssqosid Extension Sstc Extension Sscofpmf Extension Ssdbltrp Extension Ssqosid Extension Hypervisor ISA Shlcofideleg Extension Svvptc Extension Pointer-Masking Extensions Svrsw60t59b Extension | 1.13 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.13 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,Added table,0.0
Content Changes,Modified tables,CHG-0515,table,added,table_added,0 | 1 | 2 | 3,,22,,22,0 | 1 | 2 | 3,Table added,,0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 10 | 11 | 10XX | 0xB80 |-0xBBF | Standard re | ad/write | 10 | 11 | 11XX | 0xBC0 |-0xBFF | Custom rea | d/write | 11 | 11 | 0XXX | 0xF00 |-0xF7F | Standard re | ad-only | 11 | 11 | 10XX | 0xF80 |-0xFBF | Standard re | ad-only | 11 | 11 | 11XX | 0xFC0 |-0xFFF | Custom rea | d-only |,Added table,0.0
